1,1133170526,529145655
2,1637238438,136974499
3,3780214134,462939362
4,4835006876,93788090
5,5590125808,62772947
6,5830655976,545121433
7,6358275116,55067463
8,8204628453,437977776
9,9367538318,1116171396
10,11013310618,47191593
11,11576229883,95385288
12,13145490639,521614843
13,14472494604,397302084
14,15167066526,1274210319
15,16632157652,175729274
16,17005350708,1346229756
17,22555489992,3203201710
18,22794512590,1054418009
19,24596787402,566670615
20,25252757033,74639637
21,25281814198,857610674
22,26748202155,112980
23,26770705475,509663770
24,27128769783,160407619
25,27493934011,276355066
26,28350571073,285050469
27,28588731496,233720227
28,28807191744,860288736
29,29793927651,99077106
30,30306679131,135616671
31,31007342532,515246222
32,32767452526,392248640
33,32965770409,487200985
34,33222962714,224817739
35,33960963052,897096637
36,35148387473,105355544
37,36323431343,20626715
38,37106419747,1483105
39,37673827398,353116069
40,37716201296,57417282
41,38002886418,6733118
42,38155579943,331732328
43,38603374089,216254069
44,38669239906,262356150
45,40914187994,688228434
46,41852357443,882505655
47,43922626105,168217080
48,44085957680,164540720
49,44459199258,488225143
50,44778329475,482929199
51,47590391283,75611893
52,48359675603,638479544
53,48506174872,237796153
54,50067844845,274881512
55,51323401390,575162470
56,51522887506,442600618
57,52986019701,393980383
58,53103509097,1329497986
59,53827200755,884475512
60,54217610105,364393614
61,56071248629,948274443
62,56163024341,293368725
63,56181387653,252273812
64,57924267973,578455637
65,59925163102,252765985
66,60685539191,12835592
67,61901892604,295738985
68,63584479301,98972151
69,64059964533,150889460
70,64110962472,1722708376
71,64547662645,982924595
72,65767768808,1208695892
73,67441229460,171192157
74,68211868525,140135432
75,69993605643,282940867
76,70921771918,286312750
77,72867351310,50827147
78,73003801556,339144402
79,73049539405,22230604
80,77048743429,127893993
81,77657445064,444478831
82,78070676904,318840544
83,78583161601,566015779
84,80351670702,712734638
85,80980064082,15100425
86,81117760686,112817865
87,81293175445,483759673
88,81383824127,233765602
89,81697541267,1124605342
90,82058246344,597835304
91,83866307747,309626427
92,84242538391,36087187
