1,393663239,564879096
2,2094958292,315177199
3,9438729475,286655376
4,10417118987,1045341000
5,12073542200,710172955
6,12493566148,293372580
7,12695353333,199225143
8,17085183092,98666287
9,17758015665,283578792
10,17841501511,668716675
11,19065327298,304890201
12,19945861925,24608360
13,21416309752,102266266
14,22555872959,309500671
15,26994162706,575708549
16,29745837531,23523784
17,31410737869,336104954
18,31546119692,954883657
19,31567283932,224501384
20,33367855525,7941953
21,34400996849,6406841
22,35479833713,552417391
23,37319054169,1205752704
24,37475646286,157673753
25,38242077576,29834374
26,38311226881,559464585
27,39341496634,376589147
28,42142849782,130655207
29,42472529142,533622790
30,43277129890,876369153
31,43739333749,530423350
32,44452425867,64163106
33,44711990501,708136302
34,45809825824,3323324
35,47353001323,75393466
36,49087777180,410969820
37,49422676426,167375650
38,50656206652,558073602
39,50702248337,1124070000
40,50825164187,801789124
41,51787243722,11037484
42,52984135284,279124337
43,53639198524,719344344
44,54309598993,142443055
45,54709440873,155062929
46,56698213118,193367766
47,56897010303,599079426
48,57129097056,295041322
49,57655458133,1348810018
50,59977264002,137215143
51,60168589033,83079021
52,60422046701,212837710
53,61524170628,643639445
54,61750462906,93232879
55,62977356048,917025072
56,63191593521,193243625
57,63386990957,627931754
58,63667048155,270052210
59,65069330660,254484533
60,66040536620,135927982
61,66143461525,133151679
62,66164532100,580557183
63,66236256800,472944132
64,67050251407,386917107
65,69203208093,795841
66,70461754388,234058925
67,70762791249,1174237838
68,70788881886,151349518
69,75159183210,229162263
70,75720283595,872244884
71,77950125877,608299694
72,79239743106,109275569
73,79415210012,374935190
74,80000401079,350152405
75,81130947637,51319076
76,82034052234,1152762058
77,86164074350,566198539
78,89224439808,139126601
79,89487022668,72432797
80,90672180308,591995815
81,90770250788,347949849
82,91419597841,41062451
83,91524090705,597546064
84,91715074484,22822509
85,92738443820,576877544
86,96170211281,32767088
87,98849895469,221600202
88,100519062137,567460604
89,100685294408,22508789
90,103671743230,462270057
91,104786998532,220068646
92,105267586753,1434281285
93,108236004177,978980734
94,108536027047,372130399
95,109607743446,201821202
96,110388846592,1222661139
97,110617828629,30518784
98,111285887782,213752082
99,111966855689,105213634
100,112206387766,1842515827
101,113449149132,165993286
102,114292744029,240076913
103,115059264465,2391361090
104,116754216107,154116111
105,116912947864,109856610
106,117289683994,1352922488
107,119144712968,91249457
108,119426414017,197111883
109,119593790904,1958167644
110,120459045052,150704670
111,120470147124,1554096077
112,122174090709,1003532063
113,122944710751,139784931
114,125539384340,452328422
115,125647840895,146109762
116,126391203587,1282271546
117,126491335123,674893838
118,127719093612,410702067
119,128756305508,228675963
120,129593397021,871411961
121,129734464362,243385129
122,130367099293,5464903
123,130749635118,200519769
124,131571728742,185535560
125,131988378192,211869617
126,133069005548,548117215
127,133476832842,134891673
128,133957642603,295509983
129,134252397181,464398207
130,136087130643,188569335
131,136181706412,345268497
132,136383277523,251968483
133,136391189985,32942215
134,136624024280,561817948
135,136889568284,63605688
136,138405246607,161574453
137,139162885289,123141506
138,140160351577,1453338758
139,140378184834,2008913815
140,143267278728,101081470
141,144558505030,362127631
142,144643810228,379452758
143,145922554982,1657509982
144,146754519675,64901989
145,148907837720,516104972
146,149035690506,136586314
147,150510466328,210946400
148,151297950043,442582415
149,151425483152,514725719
150,151484624718,168859129
151,151797176064,228977996
152,152217620806,145429906
153,154416371701,254560866
154,155637730982,48790080
155,156726149425,46588313
156,156843611073,316546487
157,157479841922,562855428
158,158177778464,370251749
159,160577841127,1172213540
160,162786024485,22293836
161,162831069316,1138464714
162,162831708235,1004167020
163,163232509532,111721156
164,164716527708,2419683419
165,166197117045,1482745137
166,166260004092,561529022
167,167529828173,45938624
168,168744736711,94778033
169,168796239908,808540322
170,169044596469,190022377
171,169545007025,976654370
172,171231078404,943130655
173,172485774319,263250356
174,172767548297,231187170
175,173008186031,50132766
176,173200768575,207274995
177,173876571083,540856026
178,173930538820,449930863
179,175709219697,301780723
180,176773496735,313512554
181,177550391483,87244593
182,180197843524,975588295
183,180209657372,1208981648
184,180265063890,646985024
185,181135623144,14356119
186,182198082158,456650132
187,182709035396,1349310737
188,183681832506,1787449374
189,183873274965,171068797
190,184668553665,159707203
191,185256246881,73065350
192,185446456592,62759180
193,186680907624,500773638
194,187078725181,756111000
195,187643656308,191054595
196,189598358782,8949031
197,189707202842,152488556
198,190211431516,59669907
199,192148685801,1314500906
